dataset,fold_id,method,classifier_accuracy,autoencoder_loss,best_lr,proximity,validity,lof_score,relative_proximity,compactness,pred_margin_weight,step_weight_type,threshold_tau
HandOutlines,3,1dCNN autoencoder,0.8702164502,7.22E-06,0.0001,0.6622028606,1,0.32,0.7075039681,0.6360428202,1,unconstrained,0.5
HandOutlines,3,LSTM autoencoder,0.8702164502,0.02365013771,0.0001,8.056073814,0.72,1,8.607187511,0.05464008859,1,unconstrained,0.5
HandOutlines,3,No autoencoder,0.8702164502,0,0.0001,0.2496383675,0.98,0.14,0.2667160565,0.9480620155,1,unconstrained,0.5
HandOutlines,4,1dCNN autoencoder,0.8155266955,8.90E-06,0.0001,0.7376390069,0.96,0.28,0.5548182908,0.5739461056,1,unconstrained,0.5
HandOutlines,4,LSTM autoencoder,0.8155266955,0.0243392922,0.0001,8.245716715,0.9,1,6.202050612,0.05147286822,1,unconstrained,0.5
HandOutlines,4,No autoencoder,0.8155266955,0,0.0001,0.3340277759,0.96,0.24,0.2512404007,0.9134293097,1,unconstrained,0.5
HandOutlines,5,1dCNN autoencoder,0.9053102453,7.99E-06,0.0001,0.7222730246,0.76,0.46,0.6290029906,0.4828497601,1,unconstrained,0.5
HandOutlines,5,LSTM autoencoder,0.9053102453,0.02526090108,0.0001,8.434782359,0.54,1,7.345564831,0.05246216316,1,unconstrained,0.5
HandOutlines,5,No autoencoder,0.9053102453,0,0.0001,0.136381601,0.98,0.24,0.1187700938,0.9938132152,1,unconstrained,0.5
HandOutlines,1,1dCNN autoencoder,0.882049062,6.60E-06,0.0001,0.5828763081,0.72,0.3,0.3987082515,0.6796899225,0.5,local,0.5
HandOutlines,1,LSTM autoencoder,0.882049062,0.0306736771,0.0001,9.130034733,0.6,1,6.245270453,0.06004429679,0.5,local,0.5
HandOutlines,1,No autoencoder,0.882049062,0,0.0001,0.1668247735,0.88,0.22,0.1141141145,0.9802510151,0.5,local,0.5
HandOutlines,2,1dCNN autoencoder,0.8616450216,7.16E-06,0.0001,0.5987774099,0.6,0.26,0.6018614692,0.6100036914,0.5,local,0.5
HandOutlines,2,LSTM autoencoder,0.8616450216,0.02357090451,0.0001,7.984178654,0.64,1,8.025301916,0.130749354,0.5,local,0.5
HandOutlines,2,No autoencoder,0.8616450216,0,0.0001,0.1444458514,0.66,0.18,0.1451898333,0.9750313769,0.5,local,0.5
HandOutlines,3,1dCNN autoencoder,0.8702164502,7.22E-06,0.0001,0.4610422105,0.9,0.18,0.4925819757,0.8075378368,0.5,local,0.5
HandOutlines,3,LSTM autoencoder,0.8702164502,0.02365013771,0.0001,7.916914492,0.72,1,8.458508339,0.1075009228,0.5,local,0.5
HandOutlines,3,No autoencoder,0.8702164502,0,0.0001,0.2220586468,0.88,0.14,0.2372496151,0.9660908084,0.5,local,0.5
HandOutlines,4,1dCNN autoencoder,0.8155266955,8.90E-06,0.0001,0.6309956371,0.88,0.24,0.4746060304,0.7475747508,0.5,local,0.5
HandOutlines,4,LSTM autoencoder,0.8155266955,0.0243392922,0.0001,8.243641141,0.96,1,6.200489461,0.05136212625,0.5,local,0.5
HandOutlines,4,No autoencoder,0.8155266955,0,0.0001,0.3220272833,0.82,0.24,0.2422141796,0.9064008859,0.5,local,0.5
HandOutlines,5,1dCNN autoencoder,0.9053102453,7.99E-06,0.0001,0.5336688236,0.74,0.36,0.4647540121,0.6963528977,0.5,local,0.5
HandOutlines,5,LSTM autoencoder,0.9053102453,0.02526090108,0.0001,8.321014867,0.54,1,7.246488596,0.08603912883,0.5,local,0.5
HandOutlines,5,No autoencoder,0.9053102453,0,0.0001,0.132258785,0.88,0.24,0.1151796737,0.990092285,0.5,local,0.5
HandOutlines,1,1dCNN autoencoder,0.882049062,6.60E-06,0.0001,0.6119481372,0.78,0.3,0.4185944229,0.6448874123,0.5,global,0.5
HandOutlines,1,LSTM autoencoder,0.882049062,0.0306736771,0.0001,9.214760451,0.6,1,6.303225875,0.05511997047,0.5,global,0.5
HandOutlines,1,No autoencoder,0.882049062,0,0.0001,0.1852166351,0.92,0.22,0.1266948059,0.9640457733,0.5,global,0.5
HandOutlines,2,1dCNN autoencoder,0.8616450216,7.16E-06,0.0001,0.5962595091,0.68,0.2,0.5993305997,0.625448505,0.5,global,0.5
HandOutlines,2,LSTM autoencoder,0.8616450216,0.02357090451,0.0001,7.932891111,0.64,1,7.973750212,0.1271760797,0.5,global,0.5
HandOutlines,2,No autoencoder,0.8616450216,0,0.0001,0.1420349504,0.72,0.16,0.1427665147,0.9765965301,0.5,global,0.5
HandOutlines,3,1dCNN autoencoder,0.8702164502,7.22E-06,0.0001,0.4882068891,0.98,0.2,0.5216049822,0.7796530085,0.5,global,0.5
HandOutlines,3,LSTM autoencoder,0.8702164502,0.02365013771,0.0001,7.957045149,0.72,1,8.501384323,0.06045773348,0.5,global,0.5
HandOutlines,3,No autoencoder,0.8702164502,0,0.0001,0.2247477542,0.94,0.14,0.2401226835,0.9532890365,0.5,global,0.5
HandOutlines,4,1dCNN autoencoder,0.8155266955,8.90E-06,0.0001,0.5946763386,0.9,0.24,0.4472883168,0.7304540421,0.5,global,0.5
HandOutlines,4,LSTM autoencoder,0.8155266955,0.0243392922,0.0001,8.243897098,0.98,1,6.20068198,0.0515245478,0.5,global,0.5
HandOutlines,4,No autoencoder,0.8155266955,0,0.0001,0.3033055904,0.88,0.24,0.2281325794,0.8784496124,0.5,global,0.5
HandOutlines,5,1dCNN autoencoder,0.9053102453,7.99E-06,0.0001,0.5340394165,0.76,0.3,0.4650767488,0.7178663714,0.5,global,0.5
HandOutlines,5,LSTM autoencoder,0.9053102453,0.02526090108,0.0001,8.187983866,0.54,1,7.130636426,0.1232336656,0.5,global,0.5
HandOutlines,5,No autoencoder,0.9053102453,0,0.0001,0.1295781381,0.94,0.24,0.1128451896,0.9923292728,0.5,global,0.5
HandOutlines,1,1dCNN autoencoder,0.882049062,6.60E-06,0.0001,0.3641752512,0.6,0.22,0.2491089029,0.8004724991,0.5,uniform,0.5
HandOutlines,1,LSTM autoencoder,0.882049062,0.0306736771,0.0001,9.051096552,0.6,1,6.191273912,0.06071613141,0.5,uniform,0.5
HandOutlines,1,No autoencoder,0.882049062,0,0.0001,0.0927547802,0.68,0.22,0.06344758865,0.993126615,0.5,uniform,0.5
HandOutlines,2,1dCNN autoencoder,0.8616450216,7.16E-06,0.0001,0.2824565986,0.28,0.24,0.2839114178,0.8504688077,0.5,uniform,0.5
HandOutlines,2,LSTM autoencoder,0.8616450216,0.02357090451,0.0001,7.917922105,0.64,1,7.958704106,0.1564267257,0.5,uniform,0.5
HandOutlines,2,No autoencoder,0.8616450216,0,0.0001,0.03308387911,0.4,0.18,0.03325428073,0.9996308601,0.5,uniform,0.5
HandOutlines,3,1dCNN autoencoder,0.8702164502,7.22E-06,0.0001,0.3881428905,0.86,0.16,0.4146956342,0.8405094131,0.5,uniform,0.5
HandOutlines,3,LSTM autoencoder,0.8702164502,0.02365013771,0.0001,7.896378381,0.72,1,8.436567359,0.1128829827,0.5,uniform,0.5
HandOutlines,3,No autoencoder,0.8702164502,0,0.0001,0.1708632102,0.82,0.14,0.1825519133,0.9773569583,0.5,uniform,0.5
HandOutlines,4,1dCNN autoencoder,0.8155266955,8.90E-06,0.0001,0.2519199416,0.5,0.2,0.1894826468,0.9120561093,0.5,uniform,0.5
HandOutlines,4,LSTM autoencoder,0.8155266955,0.0243392922,0.0001,8.243916655,0.96,1,6.200696689,0.0515466962,0.5,uniform,0.5
HandOutlines,4,No autoencoder,0.8155266955,0,0.0001,0.09514424499,0.38,0.22,0.07156314524,0.982192691,0.5,uniform,0.5
HandOutlines,5,1dCNN autoencoder,0.9053102453,7.99E-06,0.0001,0.4386422149,0.58,0.32,0.3819985733,0.7663861203,0.5,uniform,0.5
HandOutlines,5,LSTM autoencoder,0.9053102453,0.02526090108,0.0001,8.187810902,0.54,1,7.130485797,0.09890734588,0.5,uniform,0.5
HandOutlines,5,No autoencoder,0.9053102453,0,0.0001,0.09948238437,0.88,0.24,0.08663582212,0.9987375415,0.5,uniform,0.5
FreezerRegularTrain,1,1dCNN autoencoder,0.9983333333,1.05E-05,0.0001,0.2558041771,0.68,0.74,3.119764321,0.5463787375,1,unconstrained,0.5
FreezerRegularTrain,1,LSTM autoencoder,0.9983333333,0.0009176090243,0.001,0.8289901495,1,1,10.11028796,0.1672425249,1,unconstrained,0.5
FreezerRegularTrain,1,No autoencoder,0.9983333333,0,0.0001,0.04467397018,0.96,0.24,0.5448396497,0.9947508306,1,unconstrained,0.5
FreezerRegularTrain,2,1dCNN autoencoder,0.995,1.62E-05,0.0001,0.2598705436,0.66,0.86,3.479877323,0.5554817276,1,unconstrained,0.5
FreezerRegularTrain,2,LSTM autoencoder,0.995,0.00099763053,0.001,0.7725784101,0.78,1,10.34545144,0.1715614618,1,unconstrained,0.5
FreezerRegularTrain,2,No autoencoder,0.995,0,0.0001,0.04637518444,1,0.26,0.6210013279,0.9954817276,1,unconstrained,0.5
FreezerRegularTrain,3,1dCNN autoencoder,0.995,9.98E-06,0.0001,0.2719305299,0.84,0.86,4.590743462,0.4922259136,1,unconstrained,0.5
FreezerRegularTrain,3,LSTM autoencoder,0.995,0.0008801480872,0.001,0.7783143819,1,1,13.13953848,0.216345515,1,unconstrained,0.5
FreezerRegularTrain,3,No autoencoder,0.995,0,0.0001,0.04557442624,0.98,0.26,0.7693895181,0.996013289,1,unconstrained,0.5
FreezerRegularTrain,4,1dCNN autoencoder,1,1.05E-05,0.0001,0.2624697126,0.82,0.86,3.298602194,0.5415946844,1,unconstrained,0.5
FreezerRegularTrain,4,LSTM autoencoder,1,0.0009686585399,0.001,0.8797127133,1,1,11.05583672,0.1796677741,1,unconstrained,0.5
FreezerRegularTrain,4,No autoencoder,1,0,0.0001,0.0474822717,0.96,0.24,0.5967359968,0.9950830565,1,unconstrained,0.5
FreezerRegularTrain,5,1dCNN autoencoder,0.9966666667,1.68E-05,0.0001,0.2296429845,0.22,0.8,3.834169989,0.6377408638,1,unconstrained,0.5
FreezerRegularTrain,5,LSTM autoencoder,0.9966666667,0.0009241718217,0.001,0.523917569,0.5,1,8.747443448,0.3742857143,1,unconstrained,0.5
FreezerRegularTrain,5,No autoencoder,0.9966666667,0,0.0001,0.04220562014,0.92,0.22,0.7046743556,0.9970099668,1,unconstrained,0.5
FreezerRegularTrain,1,1dCNN autoencoder,0.9983333333,1.05E-05,0.0001,0.2057162463,0.74,0.64,2.508896503,0.737807309,0.5,local,0.5
FreezerRegularTrain,1,LSTM autoencoder,0.9983333333,0.0009176090243,0.001,0.613076382,0.64,1,7.477023417,0.4649169435,0.5,local,0.5
FreezerRegularTrain,1,No autoencoder,0.9983333333,0,0.0001,0.04105182787,1,0.24,0.5006643338,0.9956810631,0.5,local,0.5
FreezerRegularTrain,2,1dCNN autoencoder,0.995,1.62E-05,0.0001,0.2084470868,0.74,0.74,2.791275534,0.7243189369,0.5,local,0.5
FreezerRegularTrain,2,LSTM autoencoder,0.995,0.00099763053,0.001,0.5701775584,0.64,1,7.635139896,0.441461794,0.5,local,0.5
FreezerRegularTrain,2,No autoencoder,0.995,0,0.0001,0.04323074997,1,0.26,0.5788948004,0.9971428571,0.5,local,0.5
FreezerRegularTrain,3,1dCNN autoencoder,0.995,9.98E-06,0.0001,0.2185563985,0.84,0.7,3.689678971,0.6910299003,0.5,local,0.5
FreezerRegularTrain,3,LSTM autoencoder,0.995,0.0008801480872,0.001,0.543546745,0.64,1,9.17618065,0.4870431894,0.5,local,0.5
FreezerRegularTrain,3,No autoencoder,0.995,0,0.0001,0.04202452308,0.98,0.26,0.7094598928,0.9975415282,0.5,local,0.5
FreezerRegularTrain,4,1dCNN autoencoder,1,1.05E-05,0.0001,0.2148655995,0.72,0.72,2.700334948,0.7031229236,0.5,local,0.5
FreezerRegularTrain,4,LSTM autoencoder,1,0.0009686585399,0.001,0.6094230437,0.58,1,7.658956795,0.4914285714,0.5,local,0.5
FreezerRegularTrain,4,No autoencoder,1,0,0.0001,0.04477760769,1,0.24,0.5627449868,0.9968770764,0.5,local,0.5
FreezerRegularTrain,5,1dCNN autoencoder,0.9966666667,1.68E-05,0.0001,0.2213639381,0.54,0.82,3.695941202,0.6398671096,0.5,local,0.5
FreezerRegularTrain,5,LSTM autoencoder,0.9966666667,0.0009241718217,0.001,0.4821132896,0.5,1,8.049469965,0.5777408638,0.5,local,0.5
FreezerRegularTrain,5,No autoencoder,0.9966666667,0,0.0001,0.04377501502,0.94,0.22,0.7308773192,0.9964784053,0.5,local,0.5
FreezerRegularTrain,1,1dCNN autoencoder,0.9983333333,1.05E-05,0.0001,0.2105859822,0.68,0.68,2.568287357,0.7648504983,0.5,global,0.5
FreezerRegularTrain,1,LSTM autoencoder,0.9983333333,0.0009176090243,0.001,0.707332321,0.58,1,8.62656022,0.477807309,0.5,global,0.5
FreezerRegularTrain,1,No autoencoder,0.9983333333,0,0.0001,0.04045407926,0.96,0.22,0.4933742464,0.9966777409,0.5,global,0.5
FreezerRegularTrain,2,1dCNN autoencoder,0.995,1.62E-05,0.0001,0.2195056398,0.7,0.74,2.939358526,0.7474418605,0.5,global,0.5
FreezerRegularTrain,2,LSTM autoencoder,0.995,0.00099763053,0.001,0.6665534658,0.6,1,8.925691453,0.4645847176,0.5,global,0.5
FreezerRegularTrain,2,No autoencoder,0.995,0,0.0001,0.04297502679,1,0.26,0.5754704596,0.9972757475,0.5,global,0.5
FreezerRegularTrain,3,1dCNN autoencoder,0.995,9.98E-06,0.0001,0.2036703824,0.7,0.7,3.438372576,0.7784053156,0.5,global,0.5
FreezerRegularTrain,3,LSTM autoencoder,0.995,0.0008801480872,0.001,0.6474005079,0.56,1,10.92944456,0.5122259136,0.5,global,0.5
FreezerRegularTrain,3,No autoencoder,0.995,0,0.0001,0.04201765047,0.98,0.26,0.7093438692,0.997807309,0.5,global,0.5
FreezerRegularTrain,4,1dCNN autoencoder,1,1.05E-05,0.0001,0.2285071972,0.84,0.78,2.871776459,0.7295016611,0.5,global,0.5
FreezerRegularTrain,4,LSTM autoencoder,1,0.0009686585399,0.001,0.6791821966,0.54,1,8.535658691,0.5978737542,0.5,global,0.5
FreezerRegularTrain,4,No autoencoder,1,0,0.0001,0.04416857929,0.96,0.24,0.5550909897,0.9968106312,0.5,global,0.5
FreezerRegularTrain,5,1dCNN autoencoder,0.9966666667,1.68E-05,0.0001,0.2002701843,0.32,0.78,3.34375523,0.7790033223,0.5,global,0.5
FreezerRegularTrain,5,LSTM autoencoder,0.9966666667,0.0009241718217,0.001,0.6046145309,0.5,1,10.09477775,0.5959468439,0.5,global,0.5
FreezerRegularTrain,5,No autoencoder,0.9966666667,0,0.0001,0.0373150037,0.92,0.2,0.6230195435,0.9978737542,0.5,global,0.5
FreezerRegularTrain,1,1dCNN autoencoder,0.9983333333,1.05E-05,0.0001,0.1822986397,0.72,0.6,2.223297517,0.8329568106,0.5,uniform,0.5
FreezerRegularTrain,1,LSTM autoencoder,0.9983333333,0.0009176090243,0.001,0.5440988024,0.56,1,6.635779173,0.5158139535,0.5,uniform,0.5
FreezerRegularTrain,1,No autoencoder,0.9983333333,0,0.0001,0.03776788013,0.96,0.22,0.4606136079,0.9974086379,0.5,uniform,0.5
FreezerRegularTrain,2,1dCNN autoencoder,0.995,1.62E-05,0.0001,0.1816416977,0.7,0.62,2.432329636,0.8319601329,0.5,uniform,0.5
FreezerRegularTrain,2,LSTM autoencoder,0.995,0.0009273369214,0.001,0.511792348,0.62,1,6.853314581,0.5196013289,0.5,uniform,0.5
FreezerRegularTrain,2,No autoencoder,0.995,0,0.0001,0.04101808365,0.98,0.26,0.549265404,0.997807309,0.5,uniform,0.5
FreezerRegularTrain,3,1dCNN autoencoder,0.995,9.98E-06,0.0001,0.1837577372,0.76,0.56,3.102206403,0.8021262458,0.5,uniform,0.5
FreezerRegularTrain,3,LSTM autoencoder,0.995,0.0008801480872,0.001,0.5259987284,0.58,1,8.879934242,0.5271760797,0.5,uniform,0.5
FreezerRegularTrain,3,No autoencoder,0.995,0,0.0001,0.0396644301,0.98,0.26,0.6696166968,0.9975415282,0.5,uniform,0.5
FreezerRegularTrain,4,1dCNN autoencoder,1,1.05E-05,0.0001,0.1895161404,0.7,0.64,2.381754262,0.8063122924,0.5,uniform,0.5
FreezerRegularTrain,4,LSTM autoencoder,1,0.0009686585399,0.001,0.5547770974,0.54,1,6.972190933,0.5293687708,0.5,uniform,0.5
FreezerRegularTrain,4,No autoencoder,1,0,0.0001,0.04288659985,0.98,0.24,0.5389796443,0.9974086379,0.5,uniform,0.5
FreezerRegularTrain,5,1dCNN autoencoder,0.9966666667,1.68E-05,0.0001,0.1484096658,0.28,0.5,2.477880558,0.8643853821,0.5,uniform,0.5
FreezerRegularTrain,5,LSTM autoencoder,0.9966666667,0.0009241718217,0.001,0.4576069074,0.5,1,7.640305996,0.616345515,0.5,uniform,0.5
FreezerRegularTrain,5,No autoencoder,0.9966666667,0,0.0001,0.007873745769,0.26,0.18,0.1314617984,0.9998671096,0.5,uniform,0.5
FreezerSmallTrain,1,1dCNN autoencoder,1,1.97E-05,0.0001,0.2524907387,0.32,0.72,4.069163343,0.5543521595,1,unconstrained,0.5
FreezerSmallTrain,1,LSTM autoencoder,1,0.0009450765792,0.001,0.5437672669,0.5,1,8.763401939,0.3441196013,1,unconstrained,0.5
FreezerSmallTrain,1,No autoencoder,1,0,0.0001,0.04816807009,0.9,0.22,0.7762809285,0.9934883721,1,unconstrained,0.5
FreezerSmallTrain,2,1dCNN autoencoder,0.9965277778,1.55E-05,0.0001,0.2460941566,0.66,0.82,3.177727518,0.6041860465,1,unconstrained,0.5
FreezerSmallTrain,2,LSTM autoencoder,0.9965277778,0.000931591203,0.001,0.8278288839,1,1,10.68946399,0.1900332226,1,unconstrained,0.5
FreezerSmallTrain,2,No autoencoder,0.9965277778,0,0.0001,0.04862530495,0.98,0.12,0.6278815059,0.9942192691,1,unconstrained,0.5
FreezerSmallTrain,3,1dCNN autoencoder,0.9965277778,1.18E-05,0.0001,0.2696225436,0.66,0.88,4.432063178,0.4853820598,1,unconstrained,0.5
FreezerSmallTrain,3,LSTM autoencoder,0.9965277778,0.0009593053255,0.001,0.8256539979,1,1,13.57212432,0.1596677741,1,unconstrained,0.5
FreezerSmallTrain,3,No autoencoder,0.9965277778,0,0.0001,0.04513814041,1,0.2,0.741982059,0.9980066445,1,unconstrained,0.5
FreezerSmallTrain,4,1dCNN autoencoder,0.9947735192,1.16E-05,0.0001,0.2635976058,0.52,0.78,4.143689317,0.5433887043,1,unconstrained,0.5
FreezerSmallTrain,4,LSTM autoencoder,0.9947735192,0.0009850367205,0.001,0.7699795322,0.78,1,12.10388824,0.1679734219,1,unconstrained,0.5
FreezerSmallTrain,4,No autoencoder,0.9947735192,0,0.0001,0.04556849679,0.98,0.24,0.7163255247,0.9980066445,1,unconstrained,0.5
FreezerSmallTrain,5,1dCNN autoencoder,0.9913133953,1.06E-05,0.0001,0.2925255056,0.7,0.94,2.80241612,0.4643853821,1,unconstrained,0.5
FreezerSmallTrain,5,LSTM autoencoder,0.9913133953,0.0009399777045,0.001,0.5391730133,0.48,1,5.165317605,0.3929568106,1,unconstrained,0.5
FreezerSmallTrain,5,No autoencoder,0.9913133953,0,0.0001,0.04242142194,0.92,0.22,0.4064003801,0.9971428571,1,unconstrained,0.5
FreezerSmallTrain,1,1dCNN autoencoder,1,1.97E-05,0.0001,0.209552239,0.4,0.68,3.377162639,0.6874418605,0.5,local,0.5
FreezerSmallTrain,1,LSTM autoencoder,1,0.0009450765792,0.001,0.5226127891,0.5,1,8.422474483,0.4859800664,0.5,local,0.5
FreezerSmallTrain,1,No autoencoder,1,0,0.0001,0.04496496851,0.86,0.2,0.7246594567,0.9987375415,0.5,local,0.5
FreezerSmallTrain,2,1dCNN autoencoder,0.9965277778,1.55E-05,0.0001,0.2020978553,0.72,0.7,2.609618714,0.7514950166,0.5,local,0.5
FreezerSmallTrain,2,LSTM autoencoder,0.9965277778,0.001012616907,0.001,0.7947859311,1,1,10.26279193,0.2142857143,0.5,local,0.5
FreezerSmallTrain,2,No autoencoder,0.9965277778,0,0.0001,0.04544566816,0.98,0.1,0.5868239714,0.9962790698,0.5,local,0.5
FreezerSmallTrain,3,1dCNN autoencoder,0.9965277778,1.18E-05,0.0001,0.2237432207,0.56,0.78,3.677897539,0.6728239203,0.5,local,0.5
FreezerSmallTrain,3,LSTM autoencoder,0.9965277778,0.0009636436007,0.001,0.5625261146,0.58,1,9.246820559,0.4899667774,0.5,local,0.5
FreezerSmallTrain,3,No autoencoder,0.9965277778,0,0.0001,0.04168438447,1,0.18,0.6852091187,0.9982724252,0.5,local,0.5
FreezerSmallTrain,4,1dCNN autoencoder,0.9947735192,1.16E-05,0.0001,0.2234327188,0.62,0.72,3.512307204,0.6868438538,0.5,local,0.5
FreezerSmallTrain,4,LSTM autoencoder,0.9947735192,0.0009850367205,0.001,0.5486117232,0.54,1,8.62404091,0.5128239203,0.5,local,0.5
FreezerSmallTrain,4,No autoencoder,0.9947735192,0,0.0001,0.04226491809,0.96,0.24,0.6643940827,0.9979401993,0.5,local,0.5
FreezerSmallTrain,5,1dCNN autoencoder,0.9913133953,1.06E-05,0.0001,0.2321756673,0.62,0.8,2.224260177,0.7017275748,0.5,local,0.5
FreezerSmallTrain,5,LSTM autoencoder,0.9913133953,0.0009508898947,0.001,0.5185045378,0.5,1,4.967312071,0.5388704319,0.5,local,0.5
FreezerSmallTrain,5,No autoencoder,0.9913133953,0,0.0001,0.03874067195,0.96,0.22,0.3711385213,0.9975415282,0.5,local,0.5
FreezerSmallTrain,1,1dCNN autoencoder,1,1.97E-05,0.0001,0.1937131714,0.24,0.6,3.121898808,0.7881727575,0.5,global,0.5
FreezerSmallTrain,1,LSTM autoencoder,1,0.0009450765792,0.001,0.675300728,0.5,1,10.88320697,0.4925581395,0.5,global,0.5
FreezerSmallTrain,1,No autoencoder,1,0,0.0001,0.04076371152,0.96,0.2,0.6569516232,0.9980066445,0.5,global,0.5
FreezerSmallTrain,2,1dCNN autoencoder,0.9965277778,1.55E-05,0.0001,0.2105908017,0.72,0.66,2.719285151,0.7782059801,0.5,global,0.5
FreezerSmallTrain,2,LSTM autoencoder,0.9965277778,0.000931591203,0.001,0.6681978973,0.54,1,8.628205056,0.4732890365,0.5,global,0.5
FreezerSmallTrain,2,No autoencoder,0.9965277778,0,0.0001,0.04493836723,0.96,0.1,0.5802733724,0.9961461794,0.5,global,0.5
FreezerSmallTrain,3,1dCNN autoencoder,0.9965277778,1.18E-05,0.0001,0.2338625638,0.56,0.82,3.844239596,0.6885714286,0.5,global,0.5
FreezerSmallTrain,3,LSTM autoencoder,0.9965277778,0.0009636436007,0.001,0.6742774641,0.56,1,11.08379248,0.593820598,0.5,global,0.5
FreezerSmallTrain,3,No autoencoder,0.9965277778,0,0.0001,0.04340735494,0.98,0.2,0.7135313574,0.9973421927,0.5,global,0.5
FreezerSmallTrain,4,1dCNN autoencoder,0.9947735192,1.16E-05,0.0001,0.1999904762,0.46,0.66,3.143800934,0.7926910299,0.5,global,0.5
FreezerSmallTrain,4,LSTM autoencoder,0.9947735192,0.0009852552321,0.001,0.692357965,0.52,1,10.88369636,0.5631893688,0.5,global,0.5
FreezerSmallTrain,4,No autoencoder,0.9947735192,0,0.0001,0.03993722496,1,0.24,0.6278033212,0.9988704319,0.5,global,0.5
FreezerSmallTrain,5,1dCNN autoencoder,0.9913133953,1.06E-05,0.0001,0.246402202,0.68,0.84,2.360551438,0.7198006645,0.5,global,0.5
FreezerSmallTrain,5,LSTM autoencoder,0.9913133953,0.0009399777045,0.001,0.6630598022,0.5,1,6.352162266,0.6359468439,0.5,global,0.5
FreezerSmallTrain,5,No autoencoder,0.9913133953,0,0.0001,0.03844562615,0.94,0.22,0.3683119605,0.9983388704,0.5,global,0.5
FreezerSmallTrain,1,1dCNN autoencoder,1,1.97E-05,0.0001,0.1509384169,0.2,0.48,2.432537036,0.8534219269,0.5,uniform,0.5
FreezerSmallTrain,1,LSTM autoencoder,1,0.0009450765792,0.001,0.482073955,0.5,1,7.769147004,0.5156146179,0.5,uniform,0.5
FreezerSmallTrain,1,No autoencoder,1,0,0.0001,0.009726094368,0.22,0.2,0.1567466073,0.9998006645,0.5,uniform,0.5
FreezerSmallTrain,2,1dCNN autoencoder,0.9965277778,1.55E-05,0.0001,0.1772749043,0.7,0.52,2.289088654,0.84910299,0.5,uniform,0.5
FreezerSmallTrain,2,LSTM autoencoder,0.9965277778,0.000931591203,0.001,0.5806837412,0.6,1,7.498165457,0.4847840532,0.5,uniform,0.5
FreezerSmallTrain,2,No autoencoder,0.9965277778,0,0.0001,0.04359623544,0.96,0.1,0.5629428954,0.9968770764,0.5,uniform,0.5
FreezerSmallTrain,3,1dCNN autoencoder,0.9965277778,1.18E-05,0.0001,0.1891497426,0.58,0.68,3.109248945,0.7837873754,0.5,uniform,0.5
FreezerSmallTrain,3,LSTM autoencoder,0.9965277778,0.0009636436007,0.001,0.5308742184,0.56,1,8.726525773,0.5244518272,0.5,uniform,0.5
FreezerSmallTrain,3,No autoencoder,0.9965277778,0,0.0001,0.03094446081,0.82,0.2,0.5086659427,0.9988704319,0.5,uniform,0.5
FreezerSmallTrain,4,1dCNN autoencoder,0.9947735192,1.16E-05,0.0001,0.1660287738,0.46,0.46,2.609931354,0.8342857143,0.5,uniform,0.5
FreezerSmallTrain,4,LSTM autoencoder,0.9947735192,0.0009850367205,0.001,0.5001672294,0.52,1,7.862505422,0.5845847176,0.5,uniform,0.5
FreezerSmallTrain,4,No autoencoder,0.9947735192,0,0.0001,0.03143429531,0.78,0.24,0.4941393654,0.9995348837,0.5,uniform,0.5
FreezerSmallTrain,5,1dCNN autoencoder,0.9913133953,1.06E-05,0.0001,0.1935046968,0.46,0.7,1.8537894,0.8244518272,0.5,uniform,0.5
FreezerSmallTrain,5,LSTM autoencoder,0.9913133953,0.0009399777045,0.001,0.5097313604,0.5,1,4.883264379,0.5681727575,0.5,uniform,0.5
FreezerSmallTrain,5,No autoencoder,0.9913133953,0,0.0001,0.03533689198,0.9,0.22,0.3385300558,0.9986710963,0.5,uniform,0.5
Strawberry,1,1dCNN autoencoder,0.9453318335,4.70E-05,0.0001,0.299408916,0.78,0.98,1.305858658,0.3828085106,1,unconstrained,0.5
Strawberry,1,LSTM autoencoder,0.9453318335,0.001932340674,0.0001,0.7894074334,0.72,1,3.442965377,0.2438297872,1,unconstrained,0.5
Strawberry,1,No autoencoder,0.9453318335,0,0.0001,0.06032328905,0.98,0.62,0.2630973396,0.966893617,1,unconstrained,0.5
Strawberry,2,1dCNN autoencoder,0.9928571429,5.08E-05,0.0001,0.3438823704,0.3,1,1.464407141,0.2954042553,1,unconstrained,0.5
Strawberry,2,LSTM autoencoder,0.9928571429,0.002025459195,0.0001,0.6364624372,0.34,1,2.710345799,0.2682553191,1,unconstrained,0.5
Strawberry,2,No autoencoder,0.9928571429,0,0.0001,0.04269505215,0.9,0.6,0.1818149013,0.9845957447,1,unconstrained,0.5
Strawberry,3,1dCNN autoencoder,0.9731164766,4.98E-05,0.0001,0.2873533146,0.74,1,1.114184189,0.4314893617,1,unconstrained,0.5
Strawberry,3,LSTM autoencoder,0.9731164766,0.00196177559,0.0001,0.8109755348,0.8,1,3.1444778,0.2526808511,1,unconstrained,0.5
Strawberry,3,No autoencoder,0.9731164766,0,0.0001,0.05874353354,1,0.58,0.2277722683,0.9582978723,1,unconstrained,0.5
Strawberry,4,1dCNN autoencoder,0.9666666667,5.10E-05,0.0001,0.3339341132,0.74,0.98,1.40309575,0.3224680851,1,unconstrained,0.5
