dataset,fold_id,method,classifier_accuracy,autoencoder_loss,best_lr,proximity,validity,lof_score,relative_proximity,compactness,pred_margin_weight,step_weight_type,threshold_tau
TwoLeadECG,4,1dCNN autoencoder,1.0,0.00018063616880681366,0.0001,0.2927822760679667,1.0,0.56,1.194339917779044,0.2095121951219512,1.0,unconstrained,0.9
TwoLeadECG,4,LSTM autoencoder,1.0,0.004404156934469938,0.0001,0.6539795818456291,1.0,1.0,2.667763672379414,0.18804878048780488,1.0,unconstrained,0.9
TwoLeadECG,4,No autoencoder,1.0,0,0.0001,0.11305623015492726,1.0,0.36,0.46118764578597343,0.29853658536585365,1.0,unconstrained,0.9
TwoLeadECG,5,1dCNN autoencoder,0.9956896551724138,8.87543719727546e-05,0.0001,0.3751448872265339,1.0,0.76,1.5052856502428578,0.16073170731707317,1.0,unconstrained,0.9
TwoLeadECG,5,LSTM autoencoder,0.9956896551724138,0.0057897125370800495,0.0001,0.782542024385142,1.0,1.0,3.1399848968423707,0.16121951219512196,1.0,unconstrained,0.9
TwoLeadECG,5,No autoencoder,0.9956896551724138,0,0.0001,0.13190596944282984,1.0,0.3,0.5292786060649818,0.24780487804878049,1.0,unconstrained,0.9
TwoLeadECG,1,1dCNN autoencoder,0.9914529914529915,0.00019447326485533267,0.0001,0.33158959843286967,1.0,0.58,1.5740991940757647,0.1773170731707317,1.0,unconstrained,0.99
TwoLeadECG,1,LSTM autoencoder,0.9914529914529915,0.004377539269626141,0.0001,0.6983989859347581,1.0,1.0,3.3153913334401452,0.18317073170731707,1.0,unconstrained,0.99
TwoLeadECG,1,No autoencoder,0.9914529914529915,0,0.0001,0.14003398846314077,1.0,0.26,0.6647596590026039,0.1421951219512195,1.0,unconstrained,0.99
TwoLeadECG,2,1dCNN autoencoder,0.982905982905983,0.00011862044630106539,0.0001,0.30944198750177565,1.0,0.52,1.2341011528406622,0.18365853658536585,1.0,unconstrained,0.99
TwoLeadECG,2,LSTM autoencoder,0.982905982905983,0.005427480675280094,0.0001,0.8424865150262698,1.0,1.0,3.359962840985389,0.1704878048780488,1.0,unconstrained,0.99
TwoLeadECG,2,No autoencoder,0.982905982905983,0,0.0001,0.1137824916396832,1.0,0.3,0.45378167726773116,0.37609756097560976,1.0,unconstrained,0.99
TwoLeadECG,3,1dCNN autoencoder,0.9956896551724138,0.0001453538570785895,0.0001,0.2861546428814133,1.0,0.64,1.2160164676949512,0.20560975609756096,1.0,unconstrained,0.99
TwoLeadECG,3,LSTM autoencoder,0.9956896551724138,0.004375793971121311,0.0001,0.604115768467334,1.0,1.0,2.5671948407103207,0.17853658536585365,1.0,unconstrained,0.99
TwoLeadECG,3,No autoencoder,0.9956896551724138,0,0.0001,0.09635291911623088,1.0,0.38,0.40945250853180126,0.4121951219512195,1.0,unconstrained,0.99
TwoLeadECG,4,1dCNN autoencoder,1.0,0.00018063616880681366,0.0001,0.29460033861305507,1.0,0.56,1.2017562979635943,0.20902439024390243,1.0,unconstrained,0.99
TwoLeadECG,4,LSTM autoencoder,1.0,0.004404156934469938,0.0001,0.6855843848878407,1.0,1.0,2.79668840912849,0.18439024390243902,1.0,unconstrained,0.99
TwoLeadECG,4,No autoencoder,1.0,0,0.0001,0.1089839535248601,1.0,0.36,0.4445757026012744,0.3539024390243902,1.0,unconstrained,0.99
TwoLeadECG,5,1dCNN autoencoder,0.9956896551724138,8.87543719727546e-05,0.0001,0.32808233705450524,1.0,0.56,1.316445061313252,0.18682926829268293,1.0,unconstrained,0.99
TwoLeadECG,5,LSTM autoencoder,0.9956896551724138,0.0057897125370800495,0.0001,0.9364069969093433,1.0,1.0,3.757374985583823,0.14878048780487804,1.0,unconstrained,0.99
TwoLeadECG,5,No autoencoder,0.9956896551724138,0,0.0001,0.14871138567676648,1.0,0.3,0.5967110908585902,0.15585365853658537,1.0,unconstrained,0.99
TwoLeadECG,1,1dCNN autoencoder,0.9914529914529915,0.00019447326485533267,0.0001,0.15635121916723324,0.0,0.16,0.7422196873697487,0.6521951219512195,0.5,local,0.4
TwoLeadECG,1,LSTM autoencoder,0.9914529914529915,0.004377533216029406,0.0001,0.5204667193836741,0.0,1.0,2.470723591442688,0.21951219512195122,0.5,local,0.4
TwoLeadECG,1,No autoencoder,0.9914529914529915,0,0.0001,0.053032230668259156,0.0,0.16,0.2517509353413777,0.9041463414634147,0.5,local,0.4
TwoLeadECG,2,1dCNN autoencoder,0.982905982905983,0.00011862044630106539,0.0001,0.14816038089482356,0.0,0.28,0.5908858663421175,0.6104878048780488,0.5,local,0.4
TwoLeadECG,2,LSTM autoencoder,0.982905982905983,0.005427421536296606,0.0001,0.808735102627808,0.0,1.0,3.2253571357699546,0.17902439024390243,0.5,local,0.4
TwoLeadECG,2,No autoencoder,0.982905982905983,0,0.0001,0.07545314748494203,0.04,0.32,0.30091849218131445,0.8568292682926829,0.5,local,0.4
TwoLeadECG,3,1dCNN autoencoder,0.9956896551724138,0.0001453538570785895,0.0001,0.13910180863728364,0.0,0.4,0.5911142600582825,0.6451219512195122,0.5,local,0.4
TwoLeadECG,3,LSTM autoencoder,0.9956896551724138,0.004375797230750322,0.0001,0.5530082356986781,0.0,1.0,2.3500129671465926,0.18707317073170732,0.5,local,0.4
TwoLeadECG,3,No autoencoder,0.9956896551724138,0,0.0001,0.06472870548525571,0.0,0.34,0.2750651571125007,0.833170731707317,0.5,local,0.4
TwoLeadECG,4,1dCNN autoencoder,1.0,0.00018063616880681366,0.0001,0.15938079692374502,0.0,0.44,0.6501583717768319,0.6519512195121951,0.5,local,0.4
TwoLeadECG,4,LSTM autoencoder,1.0,0.004404152277857065,0.0001,0.5521045458400344,0.06,1.0,2.2521872113971457,0.21804878048780488,0.5,local,0.4
TwoLeadECG,4,No autoencoder,1.0,0,0.0001,0.07955707962854333,0.02,0.36,0.32453534147756163,0.8141463414634146,0.5,local,0.4
TwoLeadECG,5,1dCNN autoencoder,0.9956896551724138,8.87543719727546e-05,0.0001,0.12886695139229468,0.0,0.22,0.5170844101207966,0.6602439024390244,0.5,local,0.4
TwoLeadECG,5,LSTM autoencoder,0.9956896551724138,0.0057897488586604595,0.0001,0.5632685524032454,0.0,1.0,2.260140276558465,0.20682926829268292,0.5,local,0.4
TwoLeadECG,5,No autoencoder,0.9956896551724138,0,0.0001,0.05908241127849573,0.0,0.24,0.23707081958859758,0.8195121951219512,0.5,local,0.4
TwoLeadECG,1,1dCNN autoencoder,0.9914529914529915,0.00019447326485533267,0.0001,0.16355150223689688,1.0,0.2,0.776400372863626,0.6092682926829268,0.5,local,0.5
TwoLeadECG,1,LSTM autoencoder,0.9914529914529915,0.00437752204015851,0.0001,0.5134591216113812,0.88,1.0,2.4374576082577346,0.2202439024390244,0.5,local,0.5
TwoLeadECG,1,No autoencoder,0.9914529914529915,0,0.0001,0.0637785446026547,0.78,0.18,0.3027650931538152,0.8248780487804878,0.5,local,0.5
TwoLeadECG,2,1dCNN autoencoder,0.982905982905983,0.00011862044630106539,0.0001,0.15373340255362913,0.96,0.26,0.6131119142985166,0.5821951219512195,0.5,local,0.5
TwoLeadECG,2,LSTM autoencoder,0.982905982905983,0.00542747275903821,0.0001,0.8148364916901693,0.94,1.0,3.249690392341177,0.17902439024390243,0.5,local,0.5
TwoLeadECG,2,No autoencoder,0.982905982905983,0,0.0001,0.07882967849267326,0.88,0.34,0.3143846053060547,0.8463414634146341,0.5,local,0.5
TwoLeadECG,3,1dCNN autoencoder,0.9956896551724138,0.0001453538570785895,0.0001,0.14596242448980207,0.86,0.38,0.6202685025727007,0.6268292682926829,0.5,local,0.5
TwoLeadECG,3,LSTM autoencoder,0.9956896551724138,0.004375814460217953,0.0001,0.5550298226259003,0.92,1.0,2.3586037171327727,0.19585365853658537,0.5,local,0.5
TwoLeadECG,3,No autoencoder,0.9956896551724138,0,0.0001,0.06725848045446385,0.86,0.34,0.28581545629039806,0.8321951219512195,0.5,local,0.5
TwoLeadECG,4,1dCNN autoencoder,1.0,0.00018063616880681366,0.0001,0.1616614631211072,0.72,0.44,0.6594618402627681,0.6480487804878049,0.5,local,0.5
TwoLeadECG,4,LSTM autoencoder,1.0,0.004404156934469938,0.0001,0.5711199604952405,0.82,1.0,2.329756349395653,0.22,0.5,local,0.5
TwoLeadECG,4,No autoencoder,1.0,0,0.0001,0.08147407132637259,0.8,0.36,0.332355281050123,0.8102439024390244,0.5,local,0.5
TwoLeadECG,5,1dCNN autoencoder,0.9956896551724138,8.87543719727546e-05,0.0001,0.13740899762793035,0.98,0.22,0.5513597529550677,0.6131707317073171,0.5,local,0.5
TwoLeadECG,5,LSTM autoencoder,0.9956896551724138,0.00578965712338686,0.0001,0.5632292512096005,0.9,1.0,2.259982578759973,0.2097560975609756,0.5,local,0.5
TwoLeadECG,5,No autoencoder,0.9956896551724138,0,0.0001,0.07070326083448637,0.88,0.24,0.2836999985428631,0.7070731707317073,0.5,local,0.5
TwoLeadECG,1,1dCNN autoencoder,0.9914529914529915,0.00019447326485533267,0.0001,0.17354942224390552,1.0,0.2,0.8238618068164535,0.5795121951219512,0.5,local,0.6
TwoLeadECG,1,LSTM autoencoder,0.9914529914529915,0.004377530422061682,0.0001,0.5070755008009735,1.0,1.0,2.4071537253240174,0.22,0.5,local,0.6
TwoLeadECG,1,No autoencoder,0.9914529914529915,0,0.0001,0.07441274158320792,1.0,0.18,0.3532470171220082,0.7046341463414634,0.5,local,0.6
